"Date";"Open";"Close";"High";"Low";"Stochastic Oscillator";"RSI Move";"Target";"Wiki_Move";"Wiki_MA3_Move";"Wiki_EMA5_Move";"Wiki_RSI_Move";"Wiki_5day_Disparity";"Wiki_5day_Disparity_Move";"Wiki_3day_Disparity";"Google_EMA5_Move";"Google_MA_6";"Google_Move";"Google_3day_Disparity_Move";"Google_RSI_Move";"Google_ROC_Move"
2015-09-17;115,660271198249;109,601952;116,489597780786;113,719723962776;23,5234436224312;0;"0";"1";"0";"1";"1";1,02247807017544;"1";1,01383184344044;"0";0,333333333333333;"0";"0";"0";"NaN"
2015-09-18;112,21020283291;109,149773;114,299875051729;111,869620896693;18,7784258888243;0;"1";"0";"0";"0";"0";0,954849741686677;"0";0,968152474638795;"0";0,333333333333333;"0";"0";"1";"NaN"
2015-09-21;113,66969441852;110,843056;115,369717694729;113,660073460534;36,5471808796908;1;"0";"1";"1";"1";"1";1,01545939624296;"1";1,01646241082861;"1";0,5;"1";"1";"1";"NaN"
2015-09-22;113,380099955501;109,101662;114,179601538596;112,51998633903;7,06075345960459;0;"1";"1";"1";"1";"1";1,03683120845592;"1";1,03705722070845;"1";0,666666666666667;"1";"0";"1";"1"
2015-09-23;113,630258097507;109,986801;114,720312729531;113,300259210672;17,623467417798;1;"0";"0";"0";"0";"0";0,950104407077701;"0";0,945784963228591;"1";1,33333333333333;"1";"0";"1";"0"
2015-09-24;113,250225927513;110,641022;115,499606009565;112,36990823073;25,4305455020801;1;"1";"1";"1";"1";"1";1,03138029405311;"1";1,02322206095791;"1";1,66666666666667;"0";"0";"0";"1"
2015-09-25;116,439575502089;110,362015;116,689720425375;114,019904417225;8,31089936039995;0;"0";"0";"0";"0";"0";0,896087974142735;"0";0,924669350201265;"0";1,66666666666667;"0";"0";"0";"NaN"
2015-09-28;113,849615253209;108,178062;114,570225062856;112,440144797756;-22,3647248657372;0;"0";"1";"1";"1";"1";1,03960396039604;"1";1,0466679111443;"0";1,66666666666667;"0";"0";"1";"NaN"
2015-09-29;112,829797823305;104,926178;113,509999631542;107,859610353211;-32,4846312758551;0;"0";"0";"0";"1";"0";1,01850464489062;"0";1,02804209464995;"0";1,66666666666667;"1";"1";"1";"1"
2015-09-30;110,169599789494;106,119179;111,539624329711;108,730304345558;-19,2734189721857;1;"0";"1";"1";"1";"1";1,01168180975338;"0";0,991939882431368;"0";1,33333333333333;"0";"0";"0";"0"
2015-10-01;109,069914881184;105,42646;109,620233680412;107,31024165778;-19,6645442203216;0;"0";"0";"0";"0";"0";0,955659232286451;"0";0,948785539446432;"1";1,16666666666667;"1";"1";"1";"1"
2015-10-02;108,009689545833;106,196136;111,010466472689;107,549807734023;-11,8781190872673;1;"1";"0";"0";"0";"0";0,907121684274531;"0";0,937978911520073;"0";0,666666666666667;"0";"0";"0";"NaN"
2015-10-05;109,880005653385;106,580978;111,37029213481;109,069920942372;-7,77509791161736;1;"1";"1";"0";"1";"1";1,0174250875101;"1";1,05078461232868;"0";0,666666666666667;"0";"0";"0";"NaN"
2015-10-06;110,630433353426;107,090881;111,739729804882;109,770319712835;-2,338729722783;1;"1";"1";"1";"1";"1";1,09841727710935;"1";1,09538228614686;"1";1,16666666666667;"1";"1";"1";"NaN"
2015-10-07;111,739736943634;106,580978;111,769561915179;109,409540779649;-7,77509791161736;0;"0";"0";"1";"1";"0";1,05144779617449;"0";1,00288444204074;"0";1;"0";"0";"0";"NaN"
2015-10-08;110,189799194932;105,349495;110,189799194932;108,209805946438;-20,9046441317619;0;"0";"0";"1";"0";"0";1,00317282568122;"0";0,964067918211168;"1";1,16666666666667;"1";"1";"1";"NaN"
2015-10-09;110,000255096782;107,870178;112,280422016328;109,490344351061;5,96980233224335;1;"1";"0";"0";"0";"0";0,878079832247435;"0";0,900307141028923;"0";0,666666666666667;"0";"0";"0";"NaN"
2015-10-12;112,729725558311;107,369888;112,749929569855;111,439555106802;0,635923847135523;0;"0";"1";"1";"1";"1";1,0419900938863;"1";1,07711902184296;"0";0,666666666666667;"0";"0";"0";"NaN"
2015-10-13;110,819972543484;107,552696;112,449762912874;110,680468645277;2,5849447312339;1;"1";"1";"1";"1";"1";1,0621435449226;"1";1,07121513944223;"0";0,666666666666667;"0";"NaN";"0";"NaN"
2015-10-14;111,290432550952;106,032578;111,520373448983;109,559622192974;-13,6219046861545;0;"0";"0";"1";"1";"0";1,0403738179669;"0";0,993649673663786;"0";0,166666666666667;"0";"NaN";"1";"NaN"
2015-10-15;110,929657954321;107,620049;112,099566575938;110,489980125309;4,26732851763154;1;"1";"1";"1";"1";"1";1,03418022299397;"0";0,996887296646503;"1";0,333333333333333;"1";"NaN";"1";"NaN"
2015-10-16;111,780135712931;106,831116;112,000455645781;110,530373299078;-7,72813486925679;0;"0";"0";"0";"0";"0";0,880888339633614;"0";0,901041021192217;"1";0,333333333333333;"0";"0";"0";"1"
